#OTU ID	sample_name	abundance
3308	187.09342062290028	1.5828791
4676	187.0934515424732	2.0759084
36197	187.09634891202376	5.213027
40859	187.09640982159564	5.6133285
65791	187.11149985349297	8.529704
61410	187.14793987795184	7.9706707
5472	188.07032605569466	2.2343144
7663	188.07038905669054	2.5658348
7558	188.09148708972995	2.5498934
9435	188.09151654010972	2.773209
2547	188.0915702156102	1.197444
2957	188.09158125211158	1.4005278
3559	188.09160589876282	1.7221103
2031	188.09160942061965	0.9275678
89965	188.09278418823362	12.211208
26340	188.11749362551342	4.3811526
38410	188.12789826439536	5.4051766
21759	188.12790982428623	3.990598
44591	189.05440160588168	5.920385
67223	189.09075522068352	8.751818
90057	189.1131837438197	12.1537
88291	189.11324423812482	11.613404
91036	189.11328028925794	12.554218
92134	189.11332293604644	12.959365
78552	189.12711771516516	10.1451435
74996	189.12717170502125	9.767876
60559	189.1271794129019	7.80886
18135	189.14826728558876	3.6670325
67832	190.04960352110402	8.85256
9884	190.0496251445731	2.8315313
8844	190.1071481011283	2.7108562
90093	190.10846932742336	12.334647
88957	190.10847684790448	11.891938
87444	190.108517121831	11.348437
91207	190.10852598355547	12.603542
91880	190.10857001256414	12.868651
1065	190.9792962123888	0.5423766
117	190.98845194454057	0.5513257
16681	191.08124514397633	3.5282443
22370	191.106387533773	4.0446997
69914	191.1063995235651	9.1712885
52917	191.12745423414336	6.845093
76149	191.14279011927238	9.890208
69513	191.1428023164859	9.118661
52486	191.16397812801526	6.7967544
47940	191.16457415692395	6.2745385
73755	191.17917341840317	9.623917
35	192.06157493490278	0.547296
8708	192.07653883343946	2.8592217
19109	192.10163716256582	3.7463288
2377	192.10169200627425	1.0817535
1834	192.10177464918465	0.8720819
1975	192.12304415890617	0.8568322
228	192.123148105377	0.60536826
62746	192.13800006143202	8.095264
4795	192.1380308584054	2.1011124
3923	192.1380326643728	1.8969051
11171	192.1380275680069	3.012307
59869	192.13805962577544	7.711865
2440	192.1380980640357	1.1078384
1840	192.13824739661598	0.8718524
659	192.1382514165898	0.64014626
60312	192.1743993633562	7.7712135
29584	193.04939428156297	4.652061
2038	193.05285092020947	0.95931035
22645	193.08388588283748	4.0630536
12029	193.1067744723018	3.0691113
10485	193.11924529207974	2.895066
29482	193.1220931384965	4.6425123
47820	193.1220984242374	6.271
59174	193.1221318351669	7.6150265
44838	193.12213333359793	5.951988
7012	193.13335389390218	2.4753125
5653	193.13336170623325	2.2657897
1586	193.14155057127692	0.8081667
13714	193.1432292907383	3.3423495
53624	193.16988668730224	6.927919
92447	193.97346682840222	13.177517
92593	193.9735177370952	13.513544
92640	193.97353690021833	14.619866
1993	194.10329728459993	0.95149195
13725	194.10344535605248	3.2401648
6709	194.1034726508837	2.3141634
23729	194.11533596037467	4.149264
92641	194.1173470374747	14.484896
15014	194.11734436100505	3.3697073
5928	194.11735819268773	2.2007709
3609	194.1173552730459	1.8630264
3148	194.11735934061028	1.5147972
36486	194.11737605866557	5.2360272
50831	194.11739306475488	6.6209855
2004	194.11743372237012	0.932149
362	194.117590842708	0.6339404
57835	194.15374281352038	7.455677
61653	194.1537461768186	7.956127
11850	195.08745564570236	3.210853
26427	195.09817435384852	4.3797
10858	195.09881270012934	2.9382668
35213	195.09885693763536	5.1256
74640	195.1013200467827	9.718926
60807	195.10137380088722	7.8353643
22360	195.101396010304	4.1794705
34211	195.10138595241284	5.0428095
30938	195.1013905866324	4.7643695
2451	195.11268030901607	1.1107079
5763	195.12160620296993	2.2810967
1963	195.1220045231044	0.95167553
89381	195.12233170982637	12.07574
87422	195.12231474196915	11.384068
90253	195.12238461264633	12.350184
88347	195.12240306462692	11.769211
91183	195.1223958264489	12.591766
92165	195.12246869577135	12.9833145
40458	195.12247189667397	5.577378
3460	195.1225445509467	1.6673175
2926	195.12258133971733	1.2958624
2359	195.12258943957502	1.0818658
64780	195.13772656223378	8.454835
54766	195.1377479779197	6.97004
51940	195.13776135858177	6.687111
56026	195.1377686282404	7.2275743
80768	195.17404404885636	10.282462
1615	195.9586583509578	0.8185249
92534	195.9932226806822	13.147879
92437	196.01653698105795	13.10165
15273	196.09659106026703	3.3914864
20748	196.09659488187236	3.8997564
8396	196.09663712798152	2.6566966
5191	196.11765284550566	2.1782658
46402	196.1330116734856	5.928359
10682	196.15403106575047	2.9211106
2157	196.1541232040364	1.0015724
15092	196.1693489858294	3.3720903
33901	196.2057495819477	4.9630136
195	196.86493833153648	0.64522403
1115	196.96118010529844	0.6861
30578	197.1170110118967	4.858995
47567	197.1169678547721	6.2445064
23084	197.1169846870705	4.099056
35732	197.11700320908605	5.211409
25393	197.11701319240123	4.481953
41848	197.11701865731797	5.563353
43339	197.11701977089675	5.8208766
72920	197.15339901759017	9.461609
75626	197.1534132416658	9.843682
59957	197.15345098163658	7.7210197
64938	197.15345474325713	8.406513
6750	198.02170703353553	2.4402478
5182	198.0217071141996	2.1746025
59269	198.08067673916764	7.6336613
19184	198.1122362919923	3.7526598
4601	198.11224228521712	2.0609765
32995	198.11225538693014	4.942825
3138	198.11997808071962	1.50445
4466	198.12001770636152	2.0307667
80832	198.12732219270646	10.394281
28324	198.12747931753938	4.5466647
3937	198.14862378624287	2.016674
6130	198.14861995194923	2.3312545
38852	198.14862692759837	5.43676
3219	198.14862392962348	1.6580594
2982	198.14863233452306	1.4230639
42191	198.14864575338206	5.727485
73520	198.18500523702295	9.612295
11855	198.1850326602388	3.0448258
56423	198.18504518240877	7.286859
1276	198.8621077978807	0.7093823
128	198.93972611674948	0.5504346
26783	198.94992628349664	4.4155874
201	198.95654928346062	0.58187777
11652	199.08635369979828	3.0277157
35539	199.09349713561463	5.1543555
15632	199.09622576046826	3.427088
28244	199.0962651688626	4.5386395
62413	199.09638806022159	8.046521
5025	199.12778138668241	2.14755
20600	199.13262281300155	3.8860953
14458	199.13266207831444	3.3089259
43655	199.13267176035473	5.84866
78358	199.16893753364278	10.1279955
66329	199.1689727576416	8.615117
57987	199.18022578250714	7.4707947
92546	199.98762483719005	13.396441
92604	199.98761687460578	13.803288
92597	199.98761996758185	13.545222
204	199.99593005293013	0.5700558
1378	199.99669021183072	0.72430503
89775	200.0928107092859	12.224921
88755	200.09282763471273	11.881504
87589	200.09282496190482	11.394516
88275	200.09286445063583	11.603844
91023	200.09289460934457	12.577172
91963	200.0929506490562	12.922022
56608	200.12784941724456	7.302441
74591	200.14304170681652	9.722498
37303	200.1430965726341	5.3050575
47483	200.16418209597103	6.242498
33529	200.16425499580475	4.9892645
34250	200.17547599164917	5.0639343
77531	200.20061046401918	10.046644
70151	200.2370057838866	9.201183
58015	200.2371854077087	7.48708
32565	200.61500957487877	4.9091363
26805	200.94786515491467	4.418913
131	200.97278245719474	0.5512971
92559	200.99541434074968	13.147776
3575	201.07286911752175	1.7389936
4225	201.0728747589784	1.9714332
5185	201.07288449445264	2.1770942
1575	201.07317527441435	0.8651118
12207	201.1118818408782	3.0895169
25435	201.11188786451348	4.3053365
31614	201.11194166896823	4.918645
58436	201.11205312201557	7.531073
45277	201.1271330424983	5.9956083
82091	201.1634542762572	10.542097
48083	202.08520017352976	6.2968583
3441	202.10712906023903	1.6763073
4448	202.10713011995688	2.0234315
3729	202.10714018915624	1.8194169
3005	202.1071544901607	1.4360257
2322	202.1071929804167	1.0003133
90066	202.10844507643105	12.147763
90473	202.1084794492905	12.411958
87652	202.10848119282585	11.489359
89078	202.1084730125548	11.871599
86315	202.1085187910871	11.196826
91538	202.1085519159636	12.753214
92203	202.1085704121475	12.986539
28004	202.14347452169713	4.520461
39272	202.14353291043957	5.4779134
30686	202.14361221888058	4.738211
42031	202.19112952159932	5.730165
56368	202.21623501608684	7.278611
109	202.97031089491404	0.5499309
1698	202.99711959069634	0.67824334
54644	203.05231598275924	7.0588856
205	203.052579991584	0.5933017
1605	203.05266474651108	0.82084036
38227	203.06358046097856	5.382817
33260	203.0644532907973	4.9699497
42015	203.0812331388544	5.70949
80038	203.10634722726385	10.312464
44484	203.10637563136143	5.9196796
71636	203.10640306948184	9.382819
24994	203.11760085059433	4.2666583
62888	203.14279160360283	8.108702
80036	203.14283843425156	10.307078
75390	203.14290999264094	9.815908
44516	203.14291273210452	5.924509
48087	204.08217905654183	6.2959566
1934	204.08664058648947	0.86900634
279	204.08689772318073	0.6240983
48338	204.101714026092	6.2579236
5618	204.12286445599926	2.2605655
11392	204.12288031945624	2.999368
1822	204.1230733779652	0.8582841
20212	204.1237047460072	3.8470433
6841	204.13809814348375	2.448373
80853	204.17439153210324	10.348583
1346	204.95723930599328	0.7303048
92401	205.01695198295897	13.083897
12548	205.09696984339575	3.1239986
5234	205.09698510330364	2.3011265
7683	205.09697646638642	2.5693831
38371	205.12211074116897	5.395246
47921	205.12212200889385	6.2838907
44467	205.12215627740798	5.834354
72417	205.12215083051544	9.47339
60254	205.12215291906557	7.7663155
68529	205.12215342675236	8.95246
54791	205.12216077474054	7.0701046
57107	205.12217147485836	7.362891
34125	205.13334073225712	5.0295415
55215	205.14336205925545	7.1264396
81710	205.19485704425244	10.506817
7675	206.04461138294505	2.5734572
3442	206.11738659748906	1.7588382
4314	206.11738606490812	1.9953034
3041	206.11738469229402	1.3717762
2303	206.1174185587244	1.0542076
1684	206.11759133761205	0.8539065
576	206.11764651602587	0.63408905
5579	206.13561643770308	2.2512
3555	206.1385357539157	1.7007148
2613	206.13864071405249	1.1725245
1964	206.1387253669023	0.86688924
248	206.13875100995446	0.6144886
68812	206.15373297668017	9.0002775
9295	206.15375282652508	2.7626896
59637	206.15380836888176	7.683886
83466	206.19007578199867	10.703236
1220	206.89384787601566	0.7070768
91872	207.017136096241	12.879738
92386	207.01733953902814	13.082971
19209	207.1014075627042	3.7544258
6830	207.12242485386565	2.4469957
15573	207.12246022875868	3.44437
24551	207.13775269750468	4.243116
47777	207.13774615299073	6.266006
37712	207.13776906262015	5.3388615
35232	207.1377712952614	5.127709
65037	207.137779551079	8.328522
61347	207.13780055701653	7.8490024
43812	207.13778963274626	5.7990823
45940	207.13779135251082	6.06182
71818	207.137791147625	9.40667
58990	207.1378060419816	7.5961647
53245	207.13780852468943	6.882811
55046	207.13780886489977	7.107433
51164	207.13781052317782	6.6475124
57309	207.13781996674442	7.38736
36577	207.1588530909872	5.2395043
28449	207.15888463317836	4.5148544
79714	207.17410333166802	10.27181
62647	207.18555702584217	8.074475
60188	207.1855698491719	7.752375
92491	208.03914135596173	13.127402
92638	208.03919236814662	14.763727
69012	208.03919429341482	9.033796
32448	208.09663226803377	4.888826
23378	208.0966557186418	4.1234584
19604	208.09666910602687	3.8680284
15984	208.11911031055277	3.460637
9337	208.119173466816	2.7665029
6288	208.13301167457323	2.3680527
10524	208.1330220492952	2.862346
4364	208.1330217756371	2.009439
2933	208.1330251586067	1.3866704
8209	208.13302970453685	2.6334188
62200	208.13303757672355	8.026044
2431	208.13305291651866	1.1040418
1766	208.13318595327533	0.87347794
481	208.13327285193722	0.6381742
52856	208.1541228800821	6.8385653
212	208.89074852353144	0.6228217
50	208.95464291935437	0.5527099
11409	209.07900481894401	2.9994583
3116	209.09189277856032	1.4965155
2677	209.10179012652188	1.2094626
3659	209.10179721175837	1.7800314
67316	209.11700526208983	8.762602
69630	209.11700569387503	9.125825
64656	209.11700833671696	8.364162
19481	209.11702224724905	3.784616
37187	209.11703704411326	5.2379503
77361	209.11704128492363	10.020413
80510	209.11704209613575	10.354189
40904	209.11705475299988	5.6151915
71570	209.11705780029192	9.384876
43435	209.1170596706802	5.830821
22379	209.11706901698804	4.0460467
82764	209.11712379126442	10.628344
6936	209.13803212459595	2.4690456
9056	209.138038841402	2.7318182
87222	209.15328311592074	11.293944
11868	209.1533074908003	3.0526967
15282	209.15333076355944	3.3939698
79387	209.15337125745538	10.22025
65951	209.15338620705103	8.6235895
75888	209.15339921937525	9.826241
70263	209.15338907430785	9.211592
48766	209.1534048142102	6.3782115
40722	209.15340491264612	5.5985255
68752	209.15341095017087	8.991748
51028	209.153418497964	6.631755
45551	209.153421544392	6.024249
64096	209.1534262908929	8.15848
56621	209.1534254295394	7.336133
72722	209.1534289418442	9.502179
83266	209.18974801926026	10.638519
71695	209.18981797713226	9.398496
92420	209.94581948363674	13.118694
1642	210.06089401698762	0.8279305
3568	210.0984392474308	1.7240779
2556	210.09853502357464	1.2194924
35748	210.10241826840348	5.168656
21601	210.10978329376374	3.9809048
2889	210.11228471710194	1.3549256
1938	210.11232320195026	0.93228656
8221	210.12351926345588	2.6364393
12027	210.1332961664354	3.065667
14303	210.1333289658655	3.299825
6552	210.1486411504547	2.3421798
3033	210.14864955533034	1.5240587
3972	210.1486462888079	1.9112843
8177	210.148648366068	2.6310778
2850	210.14865345217447	1.3173457
2446	210.14868022819243	1.0986823
1629	210.14884983204078	0.7085817
3461	210.1697262368656	1.6661454
4687	210.16973850603753	2.0738833
14877	210.16974793218716	3.348571
1208	210.9134612332782	0.70261836
13159	210.99762586162174	3.1846666
8878	211.09514856846496	2.7186947
41166	211.0962764056159	5.639974
27839	211.09630381490027	4.5424013
25588	211.09631342970454	4.3158245
17880	211.13160104138422	3.7609472
47040	211.13262223554503	6.18085
16939	211.13266089222782	3.5244274
25123	211.13265744389335	4.2811785
66545	211.13266539606298	8.639366
39197	211.1326652026739	5.564396
61240	211.13267734374494	7.888434
44160	211.13268260750365	5.8916745
22686	211.1326882614854	4.0708294
27647	211.13268873421293	4.483529
51699	211.13269286705335	6.7827334
56578	211.13270432905463	7.2957683
15670	211.15132245156553	3.4266467
1037	211.15173273633442	0.6629441
69468	211.16901004471757	9.108293
41522	211.16902217866868	5.6662126
77479	211.16903172746342	10.037087
20651	212.1179694708529	3.8882885
23160	212.118026333899	4.1050563
89341	212.14888266113036	11.999735
90082	212.14897588389186	12.214405
90842	212.14898497669594	12.5265875
88304	212.1490586830113	11.685516
2770	212.14906136722496	1.1987816
3495	212.14904756170142	1.6688486
18737	212.16428729957155	3.8175468
11615	212.16429074971873	2.8607886
8007	212.16429260796372	2.6082835
52096	212.16430546814803	6.7393064
22272	212.16432393499673	4.0344486
50049	212.16432460046443	6.5284357
36413	212.17550072912252	5.2237167
39615	212.1755313534893	5.4933453
82133	212.20058595432536	10.555198
63447	213.10202305446398	8.195997
19650	213.11190681292226	3.743585
31483	213.11193066534167	4.809967
82666	213.14141195061154	10.61374
40270	213.1414441867172	5.5033593
91660	213.14149470585747	12.746604
92365	213.14149585413253	13.074732
43704	213.14151912618993	5.854407
52227	213.14635848810806	6.7591105
65658	213.1482644465998	8.5763
54514	213.14829558951365	7.0748606
51375	213.14838036030537	6.667423
68039	213.14839785676932	8.875038
73233	213.18466651969914	9.5800905
70836	213.18468071272162	9.290983
92436	213.98265571171012	13.100683
120	214.00448855812377	0.55032873
40469	214.11180562441325	5.570994
61524	214.1200029162875	7.9305334
59577	214.12009974762103	7.6741743
71111	214.12233798569437	9.322323
36207	214.13543340277644	5.2101207
6669	214.14353955685584	2.296543
